Name                          Total    Bin.1,    Bin.2,
apFAB104--apFAB873             3636      2183      1453
apFAB139--apFAB862             3636      2240      1396
BBa_J23108--salis-3-3          3635      2192      1443
apFAB302--GSGV_RBS             3635      2151      1484
apFAB130--apFAB889             3635      2153      1482
BBa_J23114--apFAB917           3633      2186      1447
apFAB302--apFAB954             3633      2208      1425
apFAB115--apFAB910             3633      2179      1454
apFAB38--apFAB954              3633      2191      1442
apFAB87--apFAB903              3633      2180      1453
apFAB342--salis-2-3            3631      2131      1500
apFAB125--apFAB865             3630      2171      1459
J23101--apFAB831               3630      2222      1408
apFAB306--apFAB923             3629      2151      1478
apFAB149--BBa_J61131           3628      2227      1401
apFAB61--apFAB844              3627      2127      1500
BBa_J23106--BBa_J61126         3627      2224      1403
apFAB104--apFAB860             3627      2209      1418
apFAB149--apFAB857             3625      2136      1489
apFAB302--BBa_J61101           3625      2176      1449
BBa_J23107--apFAB845           3625      2188      1437
apFAB302--BBa_J61132           3623      2225      1398
apFAB150--BBa_J61134           3623      2151      1472
apFAB129--BBa_J61118           3623      2169      1454
apFAB57--apFAB856              3622      2109      1513
BBa_J23105--BBa_J61115         3622      2184      1438
apFAB87--BBa_J61110            3622      2084      1538
apFAB139--BBa_J61108           3621      2184      1437
apFAB339--apFAB837             3620      2182      1438
J23101--BBa_J61127             3620      2117      1503
BBa_J23100--apFAB857           3619      2191      1428
apFAB75--BBa_J61128            3618      2107      1511
BBa_J23104--salis-1-21         3617      2192      1425
apFAB323--BBa_J61104           3614      2103      1511
apFAB277--apFAB862             3614      2205      1409
apFAB323--BBa_J61122           3613      2131      1482
BBa_J23106--BBa_J61131         3612      2187      1425
apFAB125--BBa_J61133           3612      2159      1453
apFAB312--apFAB912             3611      2158      1453
apFAB82--apFAB876              3610      2158      1452
BBa_J23105--BBa_J61129         3609      2189      1420
apFAB58--apFAB918              3609      2130      1479
BBa_J23113--BBa_J61125         3608      2163      1445
apFAB98--apFAB865              3608      2091      1517
apFAB346--apFAB827             3607      2111      1496
apFAB64--apFAB884              3607      2136      1471
BBa_J23105--apFAB862           3606      2231      1375
BBa_J23115--apFAB884           3605      2180      1425
BBa_J23107--apFAB856           3604      2207      1397
apFAB49--apFAB901              3604      2088      1516
apFAB38--BBa_J61119            3604      2176      1428
apFAB134--apFAB831             3604      2175      1429
apFAB63--BBa_J61137            3603      2187      1416
BBa_J23114--apFAB912           3602      2172      1430
apFAB57--apFAB954              3602      2049      1553
BBa_J23106--BBa_J61109         3601      2149      1452
apFAB339--apFAB894             3601      2229      1372
apFAB347--apFAB867             3599      2143      1456
apFAB104--BBa_J61120           3599      2150      1449
apFAB65--BBa_J61128            3598      2122      1476
apFAB259--salis-1-5            3598      2145      1453
apFAB149--BBa_J61122           3598      2129      1469
apFAB82--B0034_RBS             3598      2138      1460
apFAB134--apFAB917             3597      2166      1431
BBa_J23118--BBa_J61137         3596      2180      1416
lacUV5--apFAB903               3596      2162      1434
apFAB346--apFAB862             3595      2168      1427
apFAB300--apFAB869             3595      2194      1401
BBa_J23106--apFAB832           3593      2170      1423
apFAB149--BBa_J61136           3593      2131      1462
apFAB311--Plotkin_RBS          3591      2162      1429
apFAB347--BBa_J61131           3591      2171      1420
apFAB346--BBa_J61129           3591      2205      1386
apFAB139--apFAB864             3590      2138      1452
apFAB139--apFAB876             3588      2133      1455
apFAB61--apFAB864              3587      2095      1492
apFAB347--BBa_J61128           3585      2131      1454
apFAB259--salis-1-3            3585      2184      1401
apFAB38--apFAB903              3584      2107      1477
apFAB75--BBa_J61133            3584      2125      1459
apFAB342--apFAB826             3583      2176      1407
J23101--BBa_J61126             3583      2144      1439
apFAB92--apFAB954              3582      2129      1453
apFAB312--salis-2-3            3580      2132      1448
apFAB321--apFAB903             3580      2128      1452
BBa_J23117--apFAB860           3579      2145      1434
apFAB306--Plotkin_RBS          3579      2135      1444
apFAB65--BBa_J61124            3578      2103      1475
apFAB115--apFAB873             3577      2107      1470
BBa_J23102--apFAB927           3576      2233      1343
apFAB140--apFAB871             3575      2123      1452
apFAB347--apFAB909             3574      2083      1491
apFAB89--B0030_RBS             3574      2119      1455
apFAB124--apFAB909             3573      2158      1415
apFAB63--B0032_RBS             3573      2135      1438
apFAB53--apFAB903              3572      2139      1433
apFAB130--BBa_J61139           3571      2189      1382
apFAB346--salis-2-3            3570      2143      1427
apFAB277--salis-1-21           3570      2090      1480
apFAB129--BBa_J61129           3569      2129      1440
apFAB347--apFAB862             3569      2074      1495
apFAB75--BBa_J61125            3569      2071      1498
BBa_J23114--apFAB845           3569      2133      1436
apFAB129--apFAB856             3569      2105      1464
BBa_J23114--BBa_J61113         3567      2130      1437
apFAB62--apFAB922              3566      2144      1422
apFAB30--BBa_J61108            3565      2057      1508
apFAB104--BBa_J61126           3564      2131      1433
J23101--apFAB820               3563      2161      1402
BBa_J23104--BBa_J61128         3563      2149      1414
apFAB150--BBa_J61103           3563      2200      1363
apFAB306--apFAB912             3563      2132      1431
apFAB125--apFAB904             3562      2061      1501
apFAB317--apFAB857             3562      2109      1453
apFAB149--BBa_J61118           3561      2162      1399
apFAB62--apFAB843              3560      2090      1470
apFAB306--apFAB860             3557      2139      1418
BBa_J23107--apFAB964           3557      2102      1455
BBa_J23100--apFAB821           3557      2151      1406
apFAB259--apFAB845             3556      2158      1398
apFAB55--apFAB860              3556      2127      1429
apFAB129--BBa_J61134           3556      2085      1471
BBa_J23100--apFAB844           3556      2184      1372
apFAB124--apFAB873             3555      2114      1441
apFAB78--apFAB923              3554      2090      1464
BBa_J23100--apFAB843           3554      2092      1462
apFAB56--Anderson_RBS          3552      2083      1469
apFAB57--BBa_J61133            3552      2105      1447
apFAB77--apFAB883              3551      2035      1516
apFAB63--apFAB848              3550      2101      1449
BBa_J23108--Bujard_RBS         3550      2188      1362
apFAB56--apFAB864              3550      2108      1442
apFAB277--BBa_J61107           3549      2145      1404
BBa_J23103--salis-4-4          3549      2119      1430
BBa_J23103--salis-1-1          3549      2118      1431
apFAB65--GSGV_RBS              3549      2134      1415
apFAB322--BBa_J61118           3547      2100      1447
J23101--BBa_J61106             3546      2130      1416
BBa_J23105--BBa_J61139         3546      2128      1418
apFAB76--apFAB845              3545      2112      1433
apFAB149--BBa_J61124           3545      2117      1428
apFAB345--apFAB872             3544      2153      1391
BBa_J23108--salis-1-10         3544      2143      1401
BBa_J23104--apFAB917           3542      2104      1438
apFAB57--BBa_J61103            3542      2092      1450
apFAB54--BBa_J61131            3541      2046      1495
apFAB346--apFAB851             3541      2155      1386
apFAB277--apFAB857             3541      2157      1384
apFAB346--BBa_J61128           3541      2106      1435
apFAB342--Anderson_RBS         3540      2108      1432
apFAB63--BBa_J61110            3538      2126      1412
BBa_J23119--apFAB871           3537      2147      1390
apFAB317--BBa_J61128           3537      2107      1430
apFAB306--BBa_J61122           3536      2107      1429
apFAB129--apFAB869             3536      2096      1440
apFAB347--apFAB892             3536      2136      1400
apFAB109--apFAB863             3535      2090      1445
BBa_J23114--apFAB848           3535      2103      1432
BBa_J23107--apFAB820           3533      2105      1428
apFAB98--apFAB837              3530      2081      1449
apFAB312--apFAB839             3530      2136      1394
apFAB134--Bujard_RBS           3528      2086      1442
J23101--apFAB862               3528      2081      1447
BBa_J23102--apFAB917           3528      2154      1374
apFAB63--apFAB909              3527      2081      1446
apFAB342--apFAB964             3527      2055      1472
apFAB65--BBa_J61131            3525      2017      1508
apFAB78--BBa_J61136            3525      2209      1316
apFAB89--apFAB910              3524      2057      1467
apFAB77--BBa_J61108            3523      2071      1452
apFAB115--BBa_J61131           3523      2058      1465
apFAB78--BBa_J61104            3522      2100      1422
apFAB62--apFAB894              3522      2036      1486
apFAB64--apFAB914              3521      2108      1413
apFAB339--apFAB826             3521      2070      1451
apFAB57--apFAB895              3521      2051      1470
BBa_J23107--BBa_J61107         3521      2120      1401
apFAB140--apFAB922             3520      2103      1417
apFAB77--BBa_J61122            3520      2039      1481
apFAB322--apFAB889             3519      2112      1407
apFAB76--BBa_J61103            3518      2112      1406
apFAB317--apFAB871             3517      2126      1391
BBa_J23119--apFAB895           3516      2081      1435
BBa_J23114--BBa_J61108         3515      2101      1414
BBa_J23103--salis-1-3          3514      2113      1401
apFAB302--salis-2-3            3513      2076      1437
apFAB139--apFAB912             3512      2092      1420
apFAB277--apFAB860             3511      2092      1419
apFAB104--apFAB861             3509      2108      1401
apFAB49--apFAB868              3509      2099      1410
apFAB75--apFAB854              3508      2087      1421
apFAB347--apFAB866             3507      2053      1454
apFAB139--apFAB916             3507      2141      1366
apFAB139--apFAB831             3507      2063      1444
apFAB259--salis-2-3            3506      2097      1409
apFAB63--apFAB862              3505      2061      1444
apFAB302--salis-4-7            3504      2109      1395
apFAB129--apFAB860             3503      2062      1441
apFAB65--apFAB843              3503      2092      1411
apFAB342--apFAB862             3502      2078      1424
BBa_J23105--apFAB860           3501      2131      1370
apFAB115--apFAB851             3501      2024      1477
BBa_J23113--BBa_J61106         3501      2002      1499
apFAB115--apFAB912             3500      2093      1407
apFAB342--salis-1-21           3499      2063      1436
J23101--apFAB918               3499      2090      1409
BBa_J23114--BBa_J61130         3499      2047      1452
apFAB323--apFAB927             3497      2077      1420
apFAB58--BBa_J61122            3497      2055      1442
apFAB300--apFAB912             3497      2100      1397
apFAB65--BBa_J61133            3495      2021      1474
BBa_J23118--BBa_J61107         3495      2123      1372
apFAB339--apFAB873             3495      2067      1428
apFAB104--BBa_J61111           3494      2106      1388
apFAB85--apFAB904              3494      2105      1389
apFAB130--apFAB869             3493      2077      1416
apFAB306--apFAB851             3493      2037      1456
BBa_J23109--salis-4-2          3493      2115      1378
apFAB64--BBa_J61120            3490      2066      1424
apFAB311--salis-3-3            3487      2151      1336
BBa_J23118--BBa_J61104         3486      2075      1411
BBa_J23102--apFAB867           3486      2035      1451
apFAB139--BBa_J61115           3486      2090      1396
apFAB346--apFAB873             3485      2087      1398
apFAB345--apFAB894             3483      2048      1435
apFAB134--apFAB903             3482      2150      1332
apFAB346--apFAB927             3481      2104      1377
BBa_J23107--apFAB867           3480      2069      1411
BBa_J23113--BBa_J61118         3480      2090      1390
apFAB55--apFAB909              3480      2016      1464
BBa_J23104--apFAB892           3479      2074      1405
apFAB139--BBa_J61113           3479      2091      1388
apFAB346--apFAB871             3479      2101      1378
BBa_J23105--salis-1-5          3478      2142      1336
apFAB62--apFAB860              3477      2055      1422
apFAB129--apFAB903             3477      2044      1433
BBa_J23109--BBa_J61126         3476      2105      1371
apFAB322--apFAB821             3476      2089      1387
BBa_J23108--salis-4-2          3475      2128      1347
apFAB77--BBa_J61126            3475      2040      1435
apFAB302--apFAB916             3475      2081      1394
apFAB342--BBa_J61137           3474      1995      1479
apFAB77--apFAB873              3474      1996      1478
BBa_J23108--BBa_J61126         3473      2102      1371
BBa_J23114--salis-3-11         3473      2146      1327
apFAB104--salis-3-11           3472      2128      1344
apFAB98--BBa_J61131            3471      2078      1393
apFAB342--apFAB860             3471      2044      1427
apFAB347--apFAB914             3471      2064      1407
apFAB64--apFAB883              3471      2111      1360
BBa_J23114--salis-2-4          3470      2094      1376
apFAB338--apFAB883             3470      2091      1379
apFAB55--BBa_J61139            3470      2024      1446
BBa_J23113--apFAB848           3469      2039      1430
apFAB259--GSGV_RBS             3469      2105      1364
apFAB63--apFAB844              3468      2094      1374
apFAB300--apFAB892             3468      2101      1367
BBa_J23118--BBa_J61125         3468      2126      1342
apFAB75--BBa_J61126            3467      2022      1445
apFAB302--apFAB889             3467      2046      1421
apFAB76--BBa_J61110            3466      2084      1382
apFAB77--BBa_J61100            3464      2027      1437
apFAB78--apFAB857              3461      2024      1437
apFAB139--BBa_J61118           3461      1995      1466
apFAB149--BBa_J61134           3460      2056      1404
BBa_J23116--apFAB964           3460      2086      1374
apFAB62--salis-3-11            3459      2019      1440
apFAB87--apFAB895              3458      2103      1355
apFAB306--apFAB864             3457      2123      1334
apFAB64--apFAB918              3457      2093      1364
apFAB66--BBa_J61131            3457      2082      1375
BBa_J23107--apFAB834           3457      2090      1367
apFAB341--BBa_J61137           3456      2022      1434
apFAB129--apFAB854             3456      2076      1380
BBa_J23105--apFAB842           3455      1978      1477
BBa_J23107--BBa_J61129         3455      2043      1412
apFAB115--apFAB909             3453      2095      1358
apFAB321--apFAB821             3452      2059      1393
pLlacO1--DeadRBS               3449      2014      1435
apFAB339--Alon_RBS             3449      2051      1398
apFAB98--apFAB869              3448      2041      1407
apFAB98--apFAB890              3446      2028      1418
apFAB347--apFAB872             3446      2055      1391
apFAB321--BBa_J61120           3445      2059      1386
apFAB317--apFAB851             3444      2056      1388
apFAB346--BBa_J61109           3444      2017      1427
BBa_J23118--salis-3-3          3443      2171      1272
BBa_J23119--BBa_J61134         3443      2027      1416
apFAB149--apFAB856             3441      1999      1442
apFAB302--apFAB833             3441      2103      1338
apFAB129--BBa_J61125           3441      2077      1364
apFAB300--BBa_J61122           3441      2031      1410
apFAB311--JBEI_RBS             3440      2065      1375
apFAB129--BBa_J61124           3440      2108      1332
apFAB58--apFAB901              3438      2097      1341
apFAB134--BBa_J61119           3438      2010      1428
apFAB339--apFAB857             3437      2024      1413
apFAB134--apFAB895             3436      1998      1438
BBa_J23107--BBa_J61120         3436      2087      1349
apFAB67--apFAB869              3436      2070      1366
apFAB57--BBa_J61137            3436      2010      1426
apFAB125--apFAB821             3435      2038      1397
BBa_J23114--apFAB910           3435      2093      1342
apFAB30--apFAB914              3435      2010      1425
apFAB125--apFAB912             3435      2071      1364
BBa_J23105--BBa_J61136         3434      2135      1299
apFAB342--salis-4-10           3434      2047      1387
apFAB39--GSG_RBS               3432      2002      1430
apFAB98--BBa_J61124            3431      2085      1346
BBa_J23118--apFAB848           3431      2059      1372
apFAB109--GSGV_RBS             3430      2088      1342
apFAB61--apFAB883              3430      2004      1426
apFAB134--apFAB909             3429      1969      1460
apFAB339--BBa_J61132           3429      2043      1386
apFAB345--BBa_J61122           3426      2065      1361
apFAB58--apFAB860              3425      2087      1338
apFAB64--apFAB820              3425      2035      1390
BBa_J23113--apFAB856           3423      2047      1376
apFAB82--apFAB954              3423      2055      1368
apFAB56--apFAB894              3423      2019      1404
apFAB300--apFAB842             3422      2064      1358
apFAB139--apFAB927             3421      2062      1359
apFAB66--BBa_J61129            3421      2080      1341
apFAB78--apFAB827              3421      2012      1409
apFAB87--apFAB868              3420      2049      1371
BBa_J23116--salis-3-3          3419      2031      1388
BBa_J23107--apFAB826           3418      1958      1460
BBa_J23106--B0030_RBS          3417      2022      1395
apFAB67--apFAB868              3417      2038      1379
BBa_J23105--salis-1-10         3417      2053      1364
apFAB259--BBa_J61122           3416      2144      1272
BBa_J23105--BBa_J61126         3416      2020      1396
apFAB125--apFAB892             3416      2040      1376
apFAB54--BBa_J61119            3415      1971      1444
BBa_J23114--BBa_J61100         3415      2004      1411
BBa_J23113--Alon_RBS           3412      2049      1363
apFAB63--apFAB866              3412      2045      1367
BBa_J23106--apFAB892           3411      2024      1387
BBa_J23100--BBa_J61111         3411      2064      1347
BBa_J23114--BBa_J61107         3411      2026      1385
apFAB124--salis-3-3            3410      2015      1395
apFAB149--BBa_J61112           3409      1983      1426
apFAB345--BBa_J61103           3409      1987      1422
apFAB77--salis-3-11            3409      2079      1330
apFAB38--apFAB964              3409      2073      1336
apFAB78--apFAB844              3405      2163      1242
apFAB306--BBa_J61128           3404      2022      1382
apFAB338--BBa_J61106           3404      1989      1415
apFAB67--BBa_J61113            3403      1985      1418
apFAB61--salis-3-11            3402      2007      1395
apFAB57--apFAB862              3402      1947      1455
BBa_J23117--apFAB890           3402      2083      1319
BBa_J23116--salis-1-5          3401      2045      1356
apFAB64--apFAB837              3400      2007      1393
BBa_J23107--apFAB831           3400      1974      1426
BBa_J23106--apFAB839           3399      2003      1396
BBa_J23105--apFAB909           3398      1992      1406
BBa_J23105--BBa_J61119         3395      1969      1426
galP1--apFAB865                3395      2002      1393
apFAB338--BBa_J61104           3394      2017      1377
apFAB56--BBa_J61119            3394      2024      1370
apFAB149--apFAB820             3393      2049      1344
apFAB347--BBa_J61103           3392      1966      1426
apFAB339--salis-2-4            3392      2018      1374
apFAB338--apFAB842             3391      2033      1358
BBa_J23107--Plotkin_RBS        3391      1989      1402
J23101--BBa_J61112             3391      2008      1383
apFAB77--apFAB844              3389      1974      1415
BBa_J23109--salis-3-11         3388      2036      1352
BBa_J23116--salis-1-10         3388      2035      1353
apFAB114--salis-3-3            3387      2037      1350
apFAB322--salis-1-21           3387      1994      1393
apFAB55--apFAB917              3386      2071      1315
apFAB97--apFAB964              3386      2039      1347
apFAB317--apFAB862             3383      1996      1387
apFAB140--apFAB872             3383      2030      1353
apFAB134--BBa_J61127           3382      1999      1383
apFAB63--BBa_J61100            3382      2029      1353
BBa_J23104--apFAB848           3382      2057      1325
apFAB78--apFAB890              3381      2032      1349
apFAB139--apFAB865             3381      2005      1376
apFAB64--apFAB917              3381      2007      1374
apFAB347--apFAB826             3380      2027      1353
apFAB300--salis-1-10           3380      2072      1308
apFAB87--GSG_RBS               3379      2083      1296
apFAB76--apFAB826              3379      1977      1402
apFAB75--BBa_J61137            3379      1984      1395
apFAB63--BBa_J61124            3378      2070      1308
BBa_J23108--apFAB922           3378      2021      1357
apFAB63--apFAB923              3378      2058      1320
apFAB347--BBa_J61108           3377      2053      1324
apFAB341--BBa_J61101           3376      1989      1387
BBa_J23107--BBa_J61112         3375      2060      1315
apFAB124--salis-1-21           3374      1981      1393
BBa_J23113--BBa_J61122         3374      2032      1342
apFAB55--apFAB895              3374      2020      1354
BBa_J23108--salis-2-4          3373      1999      1374
BBa_J23118--BBa_J61136         3373      2057      1316
apFAB63--apFAB832              3372      2027      1345
apFAB346--BBa_J61120           3372      2056      1316
apFAB115--BBa_J61100           3371      2023      1348
BBa_J23100--BBa_J61115         3371      2034      1337
apFAB76--apFAB964              3371      1996      1375
apFAB48--apFAB871              3370      1952      1418
apFAB259--salis-4-10           3369      2052      1317
apFAB75--apFAB876              3368      2007      1361
apFAB342--apFAB917             3368      1988      1380
apFAB139--apFAB860             3367      2035      1332
apFAB134--Plotkin_RBS          3366      2000      1366
BBa_J23106--apFAB863           3366      2056      1310
apFAB134--salis-2-3            3365      1968      1397
BBa_J23119--apFAB868           3364      2073      1291
apFAB55--salis-4-10            3363      1959      1404
apFAB104--apFAB867             3363      2043      1320
J23101--apFAB904               3362      2043      1319
apFAB346--BBa_J61103           3362      2025      1337
BBa_J23113--apFAB851           3361      2136      1225
apFAB345--apFAB865             3361      1986      1375
apFAB311--salis-1-3            3361      2059      1302
apFAB78--apFAB845              3361      2022      1339
apFAB347--apFAB912             3361      2011      1350
apFAB75--apFAB869              3359      1963      1396
apFAB56--apFAB866              3358      1973      1385
apFAB65--BBa_J61101            3357      1943      1414
BBa_J23109--apFAB866           3357      1991      1366
apFAB130--apFAB927             3357      2049      1308
apFAB63--BBa_J61106            3356      1987      1369
apFAB312--salis-2-4            3355      2028      1327
apFAB149--BBa_J61129           3355      1999      1356
BBa_J23105--BBa_J61111         3355      2060      1295
BBa_J23100--apFAB889           3355      1945      1410
BBa_J23107--BBa_J61133         3354      2049      1305
apFAB55--apFAB901              3353      2043      1310
apFAB338--apFAB833             3351      1948      1403
apFAB149--apFAB845             3350      1983      1367
BBa_J23107--apFAB863           3348      1996      1352
apFAB139--BBa_J61125           3347      1954      1393
apFAB76--salis-4-7             3346      1969      1377
apFAB129--apFAB827             3345      1970      1375
apFAB75--apFAB895              3344      2010      1334
apFAB75--BBa_J61112            3344      1976      1368
apFAB98--apFAB904              3343      1935      1408
BBa_J23107--apFAB892           3342      2001      1341
apFAB149--apFAB914             3342      1960      1382
BBa_J23114--JBEI_RBS           3341      1943      1398
apFAB78--apFAB848              3340      1997      1343
BBa_J23106--apFAB918           3339      1941      1398
apFAB259--BBa_J61101           3338      2031      1307
apFAB65--BBa_J61119            3337      1972      1365
apFAB109--apFAB839             3337      2031      1306
apFAB312--salis-4-4            3332      1993      1339
apFAB134--apFAB826             3332      1950      1382
apFAB150--apFAB892             3332      1993      1339
apFAB75--apFAB954              3330      1978      1352
apFAB140--GSG_RBS              3330      2024      1306
apFAB129--BBa_J61109           3329      2016      1313
BBa_J23105--BBa_J61124         3328      2020      1308
apFAB149--apFAB868             3328      2026      1302
BBa_J23102--apFAB845           3328      2012      1316
apFAB338--apFAB904             3327      1949      1378
apFAB58--BBa_J61113            3327      2052      1275
apFAB322--BBa_J61104           3326      1968      1358
apFAB134--apFAB871             3325      1981      1344
galP1--apFAB895                3325      1966      1359
J23101--apFAB876               3325      1975      1350
apFAB129--apFAB904             3325      1985      1340
apFAB75--salis-3-11            3324      1946      1378
apFAB321--apFAB894             3324      2006      1318
apFAB124--BBa_J61101           3324      1961      1363
apFAB63--apFAB856              3323      1999      1324
apFAB311--apFAB842             3323      1982      1341
apFAB77--apFAB912              3322      1970      1352
BBa_J23106--JBEI_RBS           3322      1999      1323
apFAB338--apFAB892             3322      2017      1305
BBa_J23106--BBa_J61125         3322      1964      1358
BBa_J23109--apFAB861           3321      1974      1347
J23101--apFAB827               3320      2026      1294
BBa_J23105--salis-2-4          3320      2032      1288
apFAB78--BBa_J61137            3318      1972      1346
apFAB115--BBa_J61111           3317      1978      1339
BBa_J23102--BBa_J61132         3317      1878      1439
BBa_J23107--BBa_J61119         3317      1993      1324
apFAB259--apFAB856             3316      2010      1306
apFAB312--apFAB820             3315      1996      1319
apFAB125--apFAB837             3314      1984      1330
apFAB76--apFAB873              3313      1961      1352
BBa_J23103--BBa_J61130         3312      2002      1310
apFAB124--salis-1-5            3310      2003      1307
BBa_J23107--apFAB866           3310      1999      1311
apFAB345--apFAB867             3307      1951      1356
J23101--apFAB909               3306      1979      1327
apFAB323--BBa_J61106           3305      2045      1260
BBa_J23105--B0030_RBS          3304      1995      1309
apFAB109--apFAB832             3303      1957      1346
apFAB125--apFAB883             3302      1961      1341
apFAB338--apFAB909             3300      1867      1433
apFAB77--BBa_J61115            3297      1892      1405
apFAB345--apFAB860             3295      1970      1325
apFAB323--salis-4-10           3295      1943      1352
apFAB302--apFAB904             3294      1921      1373
apFAB129--apFAB833             3293      1987      1306
BBa_J23119--apFAB903           3293      1997      1296
apFAB64--Invitrogen_RBS        3293      1961      1332
apFAB277--BBa_J61122           3292      1955      1337
apFAB311--salis-2-3            3292      1957      1335
apFAB339--BBa_J61115           3292      2047      1245
apFAB75--apFAB865              3291      1970      1321
apFAB64--apFAB833              3289      1955      1334
BBa_J23114--BBa_J61126         3288      1962      1326
apFAB125--BBa_J61104           3288      2006      1282
apFAB115--BBa_J61118           3288      1976      1312
apFAB130--apFAB954             3288      2022      1266
apFAB58--apFAB917              3286      1940      1346
BBa_J23100--salis-4-7          3284      2026      1258
apFAB49--apFAB844              3283      1955      1328
apFAB150--BBa_J61113           3282      1952      1330
BBa_J23116--apFAB842           3282      1918      1364
apFAB38--BBa_J61131            3282      1945      1337
apFAB150--DeadRBS              3281      1977      1304
apFAB78--apFAB820              3281      1921      1360
apFAB125--apFAB843             3280      1939      1341
apFAB66--BBa_J61125            3279      1903      1376
apFAB65--apFAB918              3279      1893      1386
J23101--BBa_J61104             3278      1988      1290
BBa_J23114--Plotkin_RBS        3278      1964      1314
apFAB323--apFAB876             3278      1944      1334
apFAB302--salis-3-11           3275      1962      1313
apFAB134--apFAB866             3275      1903      1372
BBa_J23106--BBa_J61119         3274      1929      1345
apFAB78--BBa_J61110            3274      1977      1297
apFAB75--apFAB901              3272      1910      1362
apFAB125--apFAB845             3271      2003      1268
apFAB98--BBa_J61134            3270      1885      1385
apFAB77--BBa_J61136            3270      1900      1370
apFAB134--BBa_J61132           3270      1954      1316
apFAB65--apFAB964              3270      1937      1333
apFAB311--salis-4-4            3266      1920      1346
apFAB129--apFAB845             3266      1959      1307
apFAB125--salis-2-4            3266      2026      1240
BBa_J23107--BBa_J61111         3266      2008      1258
apFAB66--BBa_J61107            3265      1984      1281
apFAB58--salis-2-3             3264      1888      1376
apFAB339--BBa_J61111           3264      1924      1340
apFAB300--salis-1-1            3263      1967      1296
apFAB57--BBa_J61130            3263      1906      1357
BBa_J23116--Invitrogen_RBS     3262      1947      1315
apFAB64--apFAB873              3260      1936      1324
apFAB321--apFAB904             3260      1935      1325
apFAB345--BBa_J61139           3258      1925      1333
apFAB338--apFAB820             3258      1909      1349
apFAB312--salis-3-3            3258      1947      1311
apFAB49--BBa_J61139            3257      1930      1327
apFAB89--apFAB904              3257      2019      1238
apFAB125--apFAB826             3257      1938      1319
apFAB77--apFAB866              3256      1970      1286
apFAB55--BBa_J61137            3255      1812      1443
apFAB65--BBa_J61110            3255      1973      1282
apFAB339--BBa_J61129           3254      1928      1326
apFAB341--apFAB890             3253      1861      1392
apFAB321--BBa_J61128           3253      2006      1247
apFAB345--BBa_J61111           3252      1951      1301
apFAB345--apFAB883             3251      1879      1372
apFAB76--BBa_J61127            3251      1929      1322
apFAB323--BBa_J61109           3250      1907      1343
apFAB62--apFAB903              3250      1943      1307
apFAB55--BBa_J61103            3249      1901      1348
BBa_J23105--apFAB861           3249      1955      1294
apFAB49--apFAB903              3249      1897      1352
apFAB55--apFAB910              3249      1891      1358
apFAB139--BBa_J61128           3248      1916      1332
apFAB339--BBa_J61104           3246      1914      1332
apFAB44--apFAB837              3246      1944      1302
apFAB306--salis-1-1            3245      1958      1287
apFAB322--salis-3-3            3242      1901      1341
apFAB130--apFAB914             3242      1940      1302
BBa_J23100--BBa_J61101         3241      1939      1302
BBa_J23107--salis-3-11         3238      1958      1280
apFAB149--apFAB848             3238      1890      1348
apFAB323--BBa_J61119           3238      1933      1305
apFAB98--apFAB845              3238      2018      1220
apFAB75--BBa_J61139            3238      1854      1384
BBa_J23119--apFAB843           3238      1924      1314
BBa_J23100--apFAB861           3235      1972      1263
apFAB78--BBa_J61129            3234      1913      1321
apFAB342--BBa_J61113           3232      1922      1310
apFAB339--apFAB833             3231      1948      1283
apFAB322--apFAB916             3231      1866      1365
apFAB82--BBa_J61112            3231      1912      1319
apFAB139--BBa_J61132           3231      1901      1330
apFAB342--salis-2-4            3231      1922      1309
apFAB75--apFAB845              3230      1968      1262
apFAB312--salis-1-1            3229      1964      1265
apFAB104--salis-3-3            3229      1974      1255
apFAB341--BBa_J61139           3227      1927      1300
apFAB76--BBa_J61133            3227      1902      1325
apFAB115--BBa_J61122           3225      1932      1293
apFAB341--apFAB869             3224      1883      1341
apFAB346--apFAB901             3223      1964      1259
apFAB66--apFAB922              3222      1865      1357
apFAB87--apFAB834              3222      1936      1286
apFAB129--apFAB872             3221      1868      1353
apFAB57--BBa_J61109            3221      1906      1315
apFAB125--BBa_J61115           3220      1993      1227
apFAB341--apFAB854             3220      1894      1326
apFAB48--apFAB903              3220      1919      1301
BBa_J23114--salis-1-21         3220      1931      1289
apFAB64--apFAB869              3220      1907      1313
apFAB89--BBa_J61134            3219      1909      1310
apFAB322--BBa_J61113           3219      1956      1263
BBa_J23105--BBa_J61127         3219      1909      1310
apFAB56--apFAB892              3219      1924      1295
apFAB259--B0030_RBS            3219      1949      1270
apFAB87--apFAB826              3218      1959      1259
apFAB104--B0030_RBS            3217      1937      1280
BBa_J23104--salis-1-1          3216      1917      1299
apFAB87--apFAB856              3213      1890      1323
apFAB58--apFAB854              3212      1869      1343
apFAB98--apFAB864              3211      1940      1271
J23101--apFAB964               3210      1916      1294
apFAB57--BBa_J61119            3210      1918      1292
apFAB58--apFAB912              3210      1917      1293
BBa_J23114--salis-3-3          3208      1985      1223
apFAB321--apFAB909             3208      1966      1242
apFAB323--apFAB914             3208      1919      1289
apFAB78--apFAB862              3208      1985      1223
apFAB115--apFAB917             3208      1860      1348
apFAB321--apFAB860             3206      1970      1236
